ID Sire Dam CG Ultra WT1 WT2 FI GAIN FCR RFI
188861351 Sire_183005370 Dam_183004071 188_4_183_V_M 46.69 2270 3159 1386 889 1.559 5.1
188861357 Sire_183005370 Dam_183009234 188_4_183_V_F 38.68 1795 2222 855 427 2.002 -0.39
188861359 Sire_183005370 Dam_183009234 188_4_183_V_F 38.9 1834 2386 963 552 1.745 -27.67
188861373 Sire_183005370 Dam_183017035 188_4_183_V_F 39.78 1821 2484 1070 663 1.614 -30.04
188861387 Sire_183006574 Dam_183003254 188_4_183_V_F 36.28 1900 2522 1072 622 1.723 -4.4
188861389 Sire_183006574 Dam_183003256 188_4_183_V_M 49.4 2114 2982 1274 868 1.468 -54.8
188861403 Sire_183006574 Dam_183007996 188_4_183_V_F 41.01 1756 2523 1179 767 1.537 -11.57
188861405 Sire_183006574 Dam_183007996 188_4_183_V_F 40.52 1808 2396 989 588 1.682 -32.22
188861421 Sire_182994918 Dam_182982597 188_4_182_Y_M 44.22 2292 2912 1196 620 1.929 39.25
188861423 Sire_182994918 Dam_182982597 188_4_182_Y_F 43.39 1892 2495 1046 603 1.735 -9.37
188861425 Sire_182994918 Dam_182983022 188_4_182_Y_F 42.04 1992 2612 1169 620 1.885 73.83
188861433 Sire_182994918 Dam_182983069 188_4_182_Y_F 40.49 2048 2732 1110 684 1.623 -62.57
188861435 Sire_182994918 Dam_182983358 188_4_182_Y_F 42.41 1914 2528 1079 614 1.757 7.53
188861447 Sire_182994918 Dam_182988543 188_4_182_Y_F 40.57 1998 2602 1178 604 1.95 97.67
188861449 Sire_182994918 Dam_182988543 188_4_182_Y_F 41.94 2008 2582 1076 574 1.875 23.76
188861453 Sire_182994918 Dam_182991072 188_4_182_Y_M 43.48 2222 3159 1375 937 1.467 -36.23
188861469 Sire_182984774 Dam_182987441 188_4_182_Y_F 41.1 1996 2601 1004 605 1.66 -76.89
188861471 Sire_182984774 Dam_182987441 188_4_182_Y_M 45.55 2324 3116 1298 792 1.639 -12.18
188861481 Sire_182984774 Dam_182990912 188_4_182_Y_F 41.42 1940 2478 917 538 1.704 -83.45
188861491 Sire_182984774 Dam_182997264 188_4_182_Y_F 44.81 1888 2366 974 478 2.038 46
188861505 Sire_182998920 Dam_182987440 188_4_182_Y_M 46.95 2246 2812 1044 566 1.845 -56.7
188861509 Sire_182998920 Dam_182990559 188_4_182_Y_F 44.95 1953 2702 1228 749 1.64 11.13
188861521 Sire_182998920 Dam_182993529 188_4_182_Y_F 44.57 1894 2482 993 588 1.689 -47.65
188861541 Sire_182998770 Dam_182985468 188_4_182_Y_M 40.63 2298 3111 1353 813 1.664 30.65
188861559 Sire_182998770 Dam_182994474 188_4_182_Y_F 35.42 1858 2456 1014 598 1.696 -28.63
188861577 Sire_182988830 Dam_182988217 188_4_182_Y_M 47.11 2272 3032 1239 760 1.63 -32.53
188861581 Sire_182988830 Dam_182990914 188_4_182_Y_M 48.28 2334 3216 1357 882 1.539 -31.99
188861583 Sire_182988830 Dam_182990914 188_4_182_Y_F 45.17 2036 2679 1064 643 1.655 -64.38
188861611 Sire_182993768 Dam_182988586 188_4_182_Y_F 43.25 1846 2345 922 499 1.848 -17.76
188861631 Sire_182993768 Dam_182998625 188_4_182_Y_M 47.82 2324 3173 1573 849 1.853 214.3
188861641 Sire_182989344 Dam_182984621 188_4_182_Y_M 45.83 2313 3070 1331 757 1.758 53.02
188861649 Sire_182989344 Dam_182984934 188_4_182_Y_F 41.91 1954 2501 1012 547 1.85 -0.72
188861651 Sire_182989344 Dam_182984773 188_4_182_Y_M 48.49 2309 2884 1115 575 1.939 -7.18
188861653 Sire_182989344 Dam_182984773 188_4_182_Y_F 40.88 1928 2579 1156 651 1.776 43.93
188861655 Sire_182989344 Dam_182987871 188_4_182_Y_F 45.83 2018 2704 1206 686 1.758 38.18
188861659 Sire_182989344 Dam_182987871 188_4_182_Y_F 41.68 1972 2666 1176 694 1.695 10.48
188861667 Sire_182989344 Dam_182991998 188_4_182_Y_M 48.83 2367 3024 1284 657 1.954 79.29
188861699 Sire_182993788 Dam_182987434 188_4_182_Y_F 41.44 1917 2496 1105 579 1.908 68.26
188861707 Sire_182993788 Dam_182987943 188_4_182_Y_F 42.99 1988 2518 967 530 1.825 -36.21
188861713 Sire_182993788 Dam_182991082 188_4_182_Y_F 43.08 1956 2616 1087 660 1.647 -40.5
188861725 Sire_182993788 Dam_182998787 188_4_182_Y_M 46.07 2294 3092 1327 798 1.663 18.29
188861729 Sire_182993788 Dam_182998943 188_4_182_Y_M 47.34 2448 3208 1301 760 1.712 -9.15
188861735 Sire_182993669 Dam_182982365 188_4_182_Y_M 46.04 2344 3122 1269 778 1.631 -33.65
188861739 Sire_182993669 Dam_182986514 188_4_182_Y_F 41.28 1898 2515 1096 617 1.776 25.11
188861779 Sire_182993669 Dam_182998965 188_4_182_Y_F 44.53 2020 2697 1146 677 1.693 -13.16
188861797 Sire_182982366 Dam_182986541 188_4_182_Y_F 40.29 1930 2748 1279 818 1.564 -2.48
188861799 Sire_182982366 Dam_182987889 188_4_182_Y_F 40.44 1874 2557 1227 683 1.796 94.75
188861805 Sire_182982366 Dam_182991304 188_4_182_Y_F 36.24 1902 2568 1102 666 1.655 -19.37
188861811 Sire_182982366 Dam_182998771 188_4_182_Y_F 44.8 1886 2424 965 538 1.794 -23.25
188861813 Sire_182982366 Dam_182984389 188_4_182_Y_F 47.47 2032 2732 1196 700 1.709 10.86
188861817 Sire_182982366 Dam_182993909 188_4_182_Y_M 40.18 2212 3020 1268 808 1.569 -31.23
188861849 Sire_182984116 Dam_182988550 188_4_182_Y_M 46.45 2222 2773 1058 551 1.92 -24.66
188861855 Sire_182984116 Dam_182993186 188_4_182_Y_F 44.35 1944 2541 1041 597 1.744 -20.05
188861863 Sire_182988281 Dam_182983141 188_4_182_Y_F 42.61 1896 2416 1023 520 1.967 50.7
188861875 Sire_182988281 Dam_182986590 188_4_182_Y_F 43.07 1937 2452 976 515 1.895 -0.51
188861881 Sire_182988281 Dam_182990080 188_4_182_Y_M 47.89 2316 2938 1098 622 1.765 -65.72
188861893 Sire_182988281 Dam_182993653 188_4_182_Y_F 40.33 1882 2603 1070 721 1.484 -102.5
188861897 Sire_182988281 Dam_182993801 188_4_182_Y_F 36.73 1904 2449 981 545 1.8 -18.4
188861901 Sire_182988281 Dam_182993866 188_4_182_Y_M 46.5 2301 2974 1149 673 1.707 -54.84
188861909 Sire_182996268 Dam_182983361 188_4_182_Y_M 45.62 2340 3233 1332 893 1.492 -67.67
188861929 Sire_182996268 Dam_182986587 188_4_182_Y_F 43.52 1878 2570 1144 692 1.653 1.74
188861931 Sire_182996268 Dam_182986587 188_4_182_Y_F 41.22 1870 2458 1007 588 1.713 -28.23
188861939 Sire_182996268 Dam_182990142 188_4_182_Y_F 41.75 2070 2840 1321 770 1.716 56.45
188861941 Sire_182996268 Dam_182990142 188_4_182_Y_F 44.8 1918 2722 1295 804 1.611 30.39
188861949 Sire_182988829 Dam_182982689 188_4_182_Y_M 45.14 2382 3076 1283 694 1.849 43.51
188861961 Sire_182988829 Dam_182985880 188_4_182_Y_F 43.35 1902 2505 1030 603 1.708 -27.63
188861965 Sire_182988829 Dam_182985880 188_4_182_Y_F 43.89 1979 2644 1102 665 1.657 -35.76
188861967 Sire_182988829 Dam_182985892 188_4_182_Y_F 41.88 2007 2806 1292 799 1.617 12.34
188861973 Sire_182988829 Dam_182987860 188_4_182_Y_M 46.45 2298 3102 1376 804 1.711 61.31
188861981 Sire_182988829 Dam_182998751 188_4_182_Y_M 50.44 2265 3052 1354 787 1.72 61.02
188861989 Sire_182988829 Dam_182998785 188_4_182_Y_F 43.35 1836 2325 852 489 1.742 -75.38
188861993 Sire_182983365 Dam_182984048 188_4_182_Y_F 43.41 2058 2655 974 597 1.631 -112.8
188861995 Sire_182983365 Dam_182984695 188_4_182_Y_M 50.2 2237 2856 1152 619 1.861 8.17
188862009 Sire_182983365 Dam_182998758 188_4_182_Y_F 36.92 1960 2396 986 436 2.261 84.23
188862015 Sire_182983365 Dam_182996130 188_4_182_Y_F 45.76 1978 2486 1084 508 2.134 105.31
188862021 Sire_182983365 Dam_182998836 188_4_182_Y_F 41.62 1872 2452 946 580 1.631 -81.58
188862025 Sire_182983365 Dam_182998836 188_4_182_Y_F 43.08 1920 2540 1070 620 1.726 -8.9
188862031 Sire_182989051 Dam_182986506 188_4_182_Y_F 47.05 2020 2616 993 596 1.666 -84.21
188862049 Sire_182989051 Dam_182988428 188_4_182_Y_F 38.39 1966 2698 1138 732 1.555 -64.61
188862053 Sire_182989051 Dam_182994599 188_4_182_Y_F 42.78 1878 2335 875 457 1.915 -29.49
188862065 Sire_182983146 Dam_182984801 188_4_182_Y_F 40.33 1872 2531 1062 659 1.612 -45.51
188862087 Sire_182983146 Dam_182992613 188_4_182_Y_M 45.06 2306 3130 1328 824 1.612 -5.47
188862095 Sire_182983146 Dam_182993586 188_4_182_Y_M 48.25 2332 2944 1161 612 1.897 2.28
188862105 Sire_182995225 Dam_182985661 188_4_182_Y_F 37.39 1939 2624 1107 685 1.616 -41.96
188862109 Sire_182995225 Dam_182991202 188_4_182_Y_F 39.95 1981 2470 1028 489 2.102 67.86
188862113 Sire_182995225 Dam_182993192 188_4_182_Y_F 40.98 2051 2502 992 451 2.2 54.49
188862127 Sire_182995225 Dam_182996239 188_4_182_Y_F 42.7 1948 2586 1139 638 1.785 35.56
188862143 Sire_182998620 Dam_182985738 188_4_182_Y_F 42.53 2001 2698 1143 697 1.64 -32.1
188862149 Sire_182998620 Dam_182986909 188_4_182_Y_M 41.69 2404 3315 1440 911 1.581 10.97
188862151 Sire_182998620 Dam_182986909 188_4_182_Y_M 38.04 2344 3182 1283 838 1.531 -70.73
188862153 Sire_182998620 Dam_182986909 188_4_182_Y_F 43.49 2090 2890 1264 800 1.58 -35.42
188862157 Sire_182998620 Dam_182988540 188_4_182_Y_M 44.79 2424 3195 1340 771 1.738 25.75
188862161 Sire_182998620 Dam_182992365 188_4_182_Y_M 51.45 2354 2843 1010 489 2.065 -48.85
188862167 Sire_182998620 Dam_182996232 188_4_182_Y_F 41.33 1933 2770 1243 837 1.485 -58.39
188862179 Sire_182987344 Dam_182985374 188_4_182_Y_F 46.12 1978 2531 999 553 1.807 -25.22
188862185 Sire_182987344 Dam_182988417 188_4_182_Y_M 43.51 2314 3092 1298 778 1.668 1.93
188862191 Sire_182987344 Dam_182988628 188_4_182_Y_F 37.74 1953 2576 1090 623 1.75 0.61
188862197 Sire_182987344 Dam_182989133 188_4_182_Y_M 45.89 2250 3036 1200 786 1.527 -88.84
188862207 Sire_182987344 Dam_182992692 188_4_182_Y_F 40.9 1904 2448 1010 544 1.857 11.61
188862209 Sire_182987344 Dam_182992692 188_4_182_Y_F 40.92 1916 2485 982 569 1.726 -44.4
188862233 Sire_181804625 Dam_181564836 188_4_181_M_F 45.4 1930 2548 1060 618 1.715 -19.13
188862259 Sire_181804625 Dam_181803597 188_4_181_M_M 42.01 2257 3108 1394 851 1.638 48.3
188862261 Sire_181804625 Dam_181805288 188_4_181_M_F 43.99 1996 2702 1210 706 1.714 26.92
188862263 Sire_181804625 Dam_181806032 188_4_181_M_F 39.68 1912 2557 1104 645 1.712 1.62
188862293 Sire_181563548 Dam_181801253 188_4_181_M_F 41.8 2003 2686 1197 683 1.753 35.61
188862295 Sire_181563548 Dam_181807835 188_4_181_M_F 43.21 1938 2387 820 449 1.826 -89.96
188862297 Sire_181563548 Dam_181807835 188_4_181_M_F 46.15 1922 2440 925 518 1.786 -51.15
188862301 Sire_181563548 Dam_181809723 188_4_181_M_M 46.91 2243 3020 1373 777 1.767 93.36
188862315 Sire_181980084 Dam_181801578 188_4_181_M_M 48.31 2332 3110 1238 778 1.591 -62.02
188862319 Sire_181980084 Dam_181802792 188_4_181_M_F 43.7 2036 2680 1108 644 1.72 -21.39
188862321 Sire_181980084 Dam_181806341 188_4_181_M_F 42.55 1882 2449 1038 567 1.831 21.31
188862325 Sire_181980084 Dam_181807957 188_4_181_M_M 48.47 2260 2986 1255 726 1.729 15.04
188862359 Sire_181564997 Dam_181980370 188_4_181_M_F 48.98 1984 2604 1135 620 1.831 41.64
188862363 Sire_181564997 Dam_181981255 188_4_181_M_F 44.3 2008 2459 924 451 2.049 -3.8
188862373 Sire_181564997 Dam_181981458 188_4_181_M_M 46.82 2428 3269 1312 841 1.56 -62.71
188862377 Sire_181806424 Dam_181563461 188_4_181_M_F 46.65 2020 2664 1198 644 1.86 72.23
188862381 Sire_181806424 Dam_181566101 188_4_181_M_F 48.38 1905 2540 1075 635 1.693 -15.69
188862403 Sire_181568468 Dam_181801579 188_4_181_M_F 41.05 1958 2650 1048 692 1.514 -112.3
188862405 Sire_181568468 Dam_181801579 188_4_181_M_M 48.95 2258 3150 1380 892 1.547 -0.82
188862407 Sire_181568468 Dam_181565007 188_4_181_M_F 42.79 2017 2696 1128 679 1.661 -32.51
188862411 Sire_181568468 Dam_181566399 188_4_181_M_F 45.7 1920 2422 937 502 1.867 -22.51
188862413 Sire_181568468 Dam_181805304 188_4_181_M_M 42.3 2281 3126 1334 845 1.579 -11.86
188862415 Sire_181568468 Dam_181805304 188_4_181_M_F 39.95 1901 2474 1040 573 1.815 12.95
188862429 Sire_181807818 Dam_181563389 188_4_181_M_F 46.08 1878 2526 1130 648 1.744 32.26
188862471 Sire_181565043 Dam_181804756 188_4_181_M_F 42.57 1986 2585 1059 599 1.768 -13.56
188862505 Sire_181806675 Dam_181563473 188_4_181_M_F 34.51 1890 2547 1112 657 1.693 2.44
188862517 Sire_181806675 Dam_181566972 188_4_181_M_F 41.83 1963 2630 1480 667 2.219 343.83
188862523 Sire_181806675 Dam_181565955 188_4_181_M_F 39.25 1871 2570 1162 699 1.662 14.24
188862527 Sire_181806675 Dam_181807038 188_4_181_M_M 48.27 2202 2940 1347 738 1.825 109.55
188862549 Sire_181800375 Dam_181806039 188_4_181_M_F 42.83 2029 2620 1057 591 1.788 -17.19
188862559 Sire_181800375 Dam_181807920 188_4_181_M_M 44 2352 3263 1444 911 1.585 26.38
188862561 Sire_181800375 Dam_181807920 188_4_181_M_F 39.83 1959 2678 1252 719 1.741 64.13
188862571 Sire_181568062 Dam_181802776 188_4_181_M_F 44.52 1988 2584 1107 596 1.857 37.02
188862591 Sire_181982010 Dam_181800250 188_4_181_M_M 48.43 2344 3049 1158 705 1.643 -82.52
188862601 Sire_181982010 Dam_181806654 188_4_181_M_F 44.86 1865 2338 948 473 2.004 30.26
188862613 Sire_181808629 Dam_181800242 188_4_181_M_F 44.25 1989 2714 1299 725 1.792 98.28
188862619 Sire_181808629 Dam_181804145 188_4_181_M_M 40.68 2200 2983 1178 783 1.504 -97.31
188862639 Sire_181806676 Dam_181803185 188_4_181_M_F 40.85 1930 2552 1059 622 1.703 -24.18
188862643 Sire_181806676 Dam_181806087 188_4_181_M_F 42.7 1834 2512 1113 678 1.642 -5.15
188862659 Sire_181806676 Dam_181807937 188_4_181_M_F 46.18 1996 2696 1284 700 1.834 106.99
188862661 Sire_181807126 Dam_181565943 188_4_181_M_F 46.06 2053 2612 1110 559 1.986 62.77
188862689 Sire_181980768 Dam_181565821 188_4_181_M_M 43.81 2468 3088 1174 620 1.894 -21.37
188862693 Sire_181980768 Dam_181566984 188_4_181_M_M 53.9 2404 3021 1186 617 1.922 7.22
188862695 Sire_181980768 Dam_181801258 188_4_181_M_F 41.59 1978 2602 1007 624 1.614 -89.05
188862717 Sire_181980768 Dam_181807641 188_4_181_M_F 38.51 1933 2630 1263 697 1.812 103.26
188862731 Sire_181563547 Dam_181567511 188_4_181_M_F 42.75 1859 2460 1089 601 1.812 43.11
188862745 Sire_181563547 Dam_181804206 188_4_181_M_F 39.72 1904 2534 1078 630 1.711 -7.4
188862761 Sire_183008791 Dam_183001635 188_5_183_V_F 40.05 1918 2428 961 510 1.884 -5.68
188862763 Sire_183008791 Dam_183001636 188_5_183_V_F 36.82 1928 2526 1136 598 1.9 82.95
188862767 Sire_183008791 Dam_183001636 188_5_183_V_M 47.02 2306 3096 1304 790 1.651 2.32
188862783 Sire_183008791 Dam_183005393 188_5_183_V_F 42.82 1934 2410 961 476 2.019 23.92
188862797 Sire_183008791 Dam_183011919 188_5_183_V_F 46.14 1925 2494 1000 569 1.757 -24.64
188862815 Sire_183010617 Dam_183006553 188_5_183_V_F 41.26 2028 2728 1167 700 1.667 -2.91
188862853 Sire_183009302 Dam_183011411 188_5_183_V_F 45.98 1978 2414 912 436 2.092 4.97
188862859 Sire_183013900 Dam_183004072 188_5_183_V_M 49.21 2384 3184 1219 800 1.524 -112.2
188862861 Sire_183013900 Dam_183004072 188_5_183_V_F 41.23 1886 2466 962 580 1.659 -65.81
188862863 Sire_183013900 Dam_183005330 188_5_183_V_F 41.07 1944 2412 872 468 1.863 -59.3
188862873 Sire_183013900 Dam_183007189 188_5_183_V_F 43.6 2025 2648 1140 623 1.83 44.57
188862891 Sire_183013900 Dam_183011910 188_5_183_V_F 43.23 1842 2442 1064 600 1.773 25.34
188862895 Sire_183013900 Dam_183013579 188_5_183_V_F 41.47 1927 2469 998 542 1.841 -1.1
188862897 Sire_183013900 Dam_183013579 188_5_183_V_F 38.8 1883 2379 982 496 1.98 35.39
188862901 Sire_183015153 Dam_183000498 188_5_183_V_F 40.79 1964 2548 1135 584 1.943 88.57
188862937 Sire_183014264 Dam_183003239 188_5_183_V_F 41.61 1942 2560 1132 618 1.832 57.1
188862941 Sire_183014264 Dam_183003284 188_5_183_V_F 43.58 2013 2757 1182 744 1.589 -27.3
188862943 Sire_183014264 Dam_183003275 188_5_183_V_M 45.66 2312 3188 1456 876 1.662 75.45
188862947 Sire_183014264 Dam_183005547 188_5_183_V_F 41.97 2079 2680 1006 601 1.674 -78.55
188862951 Sire_183014264 Dam_183006342 188_5_183_V_F 37.49 1932 2462 980 530 1.849 -8.53
188862987 Sire_183010953 Dam_183010665 188_5_183_V_F 40.33 1892 2498 1137 606 1.876 83.1
188862997 Sire_183007902 Dam_183000739 188_5_183_V_M 46.97 2312 3045 1152 733 1.572 -100
188862999 Sire_183007902 Dam_183003237 188_5_183_V_F 40 1811 2439 1034 628 1.646 -25.66
188863007 Sire_183007902 Dam_183004243 188_5_183_V_F 39.85 2080 2660 991 580 1.709 -73.59
188863009 Sire_183007902 Dam_183006550 188_5_183_V_M 41.97 2228 3147 1388 919 1.51 -9.08
188863017 Sire_183007902 Dam_183009213 188_5_183_V_F 40.33 1885 2579 1076 694 1.55 -61.04
188863023 Sire_183007902 Dam_183013564 188_5_183_V_F 38.3 1830 2418 993 588 1.689 -31.87
188863035 Sire_183011797 Dam_183001163 188_5_183_V_F 39.84 2010 2555 1008 545 1.85 -9.72
188863037 Sire_183011797 Dam_183001163 188_5_183_V_F 45.33 1874 2446 1016 572 1.776 -1.85
188863045 Sire_183011797 Dam_183003013 188_5_183_V_F 44.82 1986 2562 1114 576 1.934 71.07
188863079 Sire_183010955 Dam_183006582 188_5_183_V_F 43.36 1891 2506 1086 615 1.766 23.65
188863093 Sire_183010955 Dam_183002300 188_5_183_V_F 38.76 1952 2505 1028 553 1.859 13.6
188863101 Sire_183010955 Dam_183002939 188_5_183_V_F 42.73 2054 2628 1055 574 1.838 1.1
188863103 Sire_183010955 Dam_183006576 188_5_183_V_M 44.79 2233 3081 1304 848 1.538 -30.58
188863105 Sire_183010955 Dam_183006576 188_5_183_V_M 41.8 2204 3036 1305 832 1.569 -7.56
188863111 Sire_183010955 Dam_183007886 188_5_183_V_F 45.09 1940 2572 1064 632 1.684 -23.96
188863133 Sire_183007348 Dam_183003252 188_5_183_V_F 40.66 1834 2384 952 550 1.731 -37.15
188863135 Sire_183007348 Dam_183004691 188_5_183_V_M 46.64 2310 3049 1348 739 1.824 91.11
188863173 Sire_183007348 Dam_183011583 188_5_183_V_F 41.56 1864 2482 1096 618 1.773 35.89
188863177 Sire_183007348 Dam_183004760 188_5_183_V_M 46.08 2255 2909 1102 654 1.685 -64
188863179 Sire_183007348 Dam_183004760 188_5_183_V_F 42.3 1920 2354 823 434 1.896 -71.11
188863197 Sire_183010584 Dam_183007596 188_5_183_V_M 43.32 2305 3082 1254 777 1.614 -35.73
188863211 Sire_183010584 Dam_183014239 188_5_183_V_F 37.6 1871 2591 1102 720 1.531 -57.34
188863217 Sire_183003255 Dam_183000838 188_5_183_V_M 47.48 2300 2980 1252 680 1.841 50.77
188863229 Sire_183003255 Dam_183005316 188_5_183_V_F 43 1922 2481 1010 559 1.807 -4.47
188863233 Sire_183003255 Dam_183005357 188_5_183_V_F 42.22 1904 2494 1049 590 1.778 8.18
188863249 Sire_183003255 Dam_183012499 188_5_183_V_F 36.9 1858 2481 1078 623 1.73 14.23
188863251 Sire_183003255 Dam_183015436 188_5_183_V_F 33.29 1824 2289 968 465 2.082 62.33
188863265 Sire_183006578 Dam_183002473 188_5_183_V_M 46.23 2347 3148 1338 801 1.67 15.64
188863275 Sire_183006578 Dam_183005064 188_5_183_V_F 40.74 1855 2341 976 486 2.008 44.3
188863289 Sire_183006578 Dam_183002753 188_5_183_V_M 41.98 2276 3033 1296 757 1.712 31.89
188863293 Sire_183006578 Dam_183013039 188_5_183_V_F 41.34 1888 2466 1019 578 1.763 -7.27
188863295 Sire_183006578 Dam_183013446 188_5_183_V_F 39.36 2014 2519 1030 505 2.04 49.92
188863305 Sire_183003763 Dam_183001628 188_5_183_V_F 41.86 1950 2617 1108 667 1.661 -15.45
188863345 Sire_183006108 Dam_183006497 188_5_183_V_F 41.21 1983 2643 1106 660 1.676 -16.99
188863347 Sire_183006108 Dam_183006497 188_5_183_V_F 37.72 1888 2376 922 488 1.889 -17.88
188863379 Sire_183006108 Dam_183011790 188_5_183_V_F 40.2 2040 2494 958 454 2.11 21.94
188863381 Sire_183006108 Dam_183011790 188_5_183_V_F 42.34 1990 2586 1095 596 1.837 32.12
188863395 Sire_183005347 Dam_183000467 188_5_183_V_F 40.53 1925 2599 1112 674 1.65 -13.43
188863417 Sire_183005347 Dam_183008353 188_5_183_V_M 48.06 2230 3036 1324 806 1.643 27.96
188863439 Sire_183005347 Dam_183015964 188_5_183_V_M 45.41 2209 3023 1202 814 1.477 -95.7
188863447 Sire_183003033 Dam_183000420 188_5_183_V_F 39.31 1942 2456 956 514 1.86 -19.07
188863457 Sire_183003033 Dam_183003853 188_5_183_V_F 43.05 2106 2647 1006 541 1.86 -26.08
188863465 Sire_183003033 Dam_183008004 188_5_183_V_F 42.06 2038 2721 1164 683 1.704 8.51
188863477 Sire_183003033 Dam_183017091 188_5_183_V_F 34.72 1840 2314 890 474 1.878 -27.34
188863479 Sire_183003033 Dam_183017091 188_5_183_V_F 41.48 1960 2478 1074 518 2.073 91.68
188863481 Sire_183005370 Dam_183001360 188_5_183_V_F 37.58 1898 2536 1072 638 1.68 -13.75
188863501 Sire_183005370 Dam_183004071 188_5_183_V_F 41.83 1944 2506 1032 562 1.836 10.48
188863505 Sire_183005370 Dam_183009234 188_5_183_V_F 40.22 1920 2568 1128 648 1.741 28.48
188863507 Sire_183005370 Dam_183011335 188_5_183_V_F 39.1 1954 2598 1066 644 1.655 -36.13
188863509 Sire_183005370 Dam_183011544 188_5_183_V_F 39.93 1907 2442 1054 535 1.97 65.41
188863527 Sire_183006574 Dam_183003254 188_5_183_V_F 37.31 1946 2564 990 618 1.602 -85.66
188863531 Sire_183006574 Dam_183003256 188_5_183_V_F 40.21 1898 2510 1114 612 1.82 53.2
188863543 Sire_183006574 Dam_183004842 188_5_183_V_F 41.05 1938 2504 1008 566 1.781 -16.23
188863547 Sire_183006574 Dam_183007996 188_5_183_V_F 45.18 2009 2650 1130 641 1.763 20.32
188863555 Sire_183006574 Dam_183010954 188_5_183_V_F 41.66 1893 2370 890 477 1.866 -40.27
188863557 Sire_183006574 Dam_183010954 188_5_183_V_F 42.07 1826 2286 892 460 1.939 -9.25
188863559 Sire_183006574 Dam_183009404 188_5_183_V_F 43.04 1961 2597 1152 636 1.811 56.22
188863571 Sire_182994918 Dam_182982597 188_5_182_Y_F 37.74 2010 2594 1120 584 1.918 64.85
188863581 Sire_182994918 Dam_182983358 188_5_182_Y_F 45.38 2013 2678 1212 665 1.823 78.53
188863583 Sire_182994918 Dam_182983358 188_5_182_Y_F 42.22 1976 2581 1134 605 1.874 65.13
188863591 Sire_182994918 Dam_182988543 188_5_182_Y_F 40.24 2031 2494 982 463 2.121 39.01
188863593 Sire_182994918 Dam_182988543 188_5_182_Y_F 41.93 2102 2638 1030 536 1.922 3.48
188863595 Sire_182994918 Dam_182991072 188_5_182_Y_F 42.16 2056 2606 1130 550 2.055 98.76
188863597 Sire_182994918 Dam_182991072 188_5_182_Y_M 51.63 2284 3040 1284 756 1.698 18.68
188863609 Sire_182994918 Dam_182994688 188_5_182_Y_M 41.44 2346 2960 1163 614 1.894 8.98
188863639 Sire_182984774 Dam_182998458 188_5_182_Y_F 39.34 1995 2483 952 488 1.951 -8.16
188863661 Sire_182998920 Dam_182990559 188_5_182_Y_F 45.87 2040 2560 926 520 1.781 -73.41
188863665 Sire_182998920 Dam_182991959 188_5_182_Y_M 49.62 2322 2926 1112 604 1.841 -26.71
188863669 Sire_182998920 Dam_182993529 188_5_182_Y_F 46.32 2045 2586 1008 541 1.863 -12.52
188863677 Sire_182998920 Dam_182998750 188_5_182_Y_F 43.8 2002 2646 1080 644 1.677 -31.23
188863689 Sire_182998770 Dam_182985468 188_5_182_Y_F 44.65 2118 2631 1006 513 1.961 -1.48
188863713 Sire_182988830 Dam_182983177 188_5_182_Y_M 48.61 2485 3288 1312 803 1.634 -48.51
188863715 Sire_182988830 Dam_182983177 188_5_182_Y_M 46.87 2406 3262 1327 856 1.55 -60.34
188863729 Sire_182988830 Dam_182993675 188_5_182_Y_F 38.38 2038 2632 992 594 1.67 -78.06
188863731 Sire_182988830 Dam_182993675 188_5_182_Y_F 38.21 1996 2594 992 598 1.659 -73.94
188863733 Sire_182988830 Dam_182993691 188_5_182_Y_F 41.7 1997 2525 924 528 1.75 -74.94
188863749 Sire_182993768 Dam_182985883 188_5_182_Y_F 41.67 1992 2446 953 454 2.099 26.04
188863753 Sire_182993768 Dam_182987457 188_5_182_Y_F 45.37 2060 2560 969 500 1.938 -15
188863763 Sire_182993768 Dam_182990083 188_5_182_Y_M 49.08 2284 3006 1241 722 1.719 6.24
188863775 Sire_182993768 Dam_182998625 188_5_182_Y_F 46 2146 2761 1138 615 1.85 27.31
188863787 Sire_182989344 Dam_182984621 188_5_182_Y_F 45.55 1964 2500 1011 536 1.886 10.64
188863789 Sire_182989344 Dam_182984621 188_5_182_Y_F 44.6 2064 2599 1050 535 1.963 31.64
188863791 Sire_182989344 Dam_182984934 188_5_182_Y_F 41.96 2006 2514 990 508 1.949 8.55
188863811 Sire_182989344 Dam_182991998 188_5_182_Y_M 47.65 2388 3088 1230 700 1.757 -12.38
188863813 Sire_182989344 Dam_182991998 188_5_182_Y_F 42.33 2003 2425 854 422 2.024 -44.33
188863839 Sire_182993788 Dam_182991082 188_5_182_Y_F 42.97 2002 2512 1024 510 2.008 41.39
188863841 Sire_182993788 Dam_182992586 188_5_182_Y_F 40.93 2018 2526 853 508 1.679 -130.7
188863861 Sire_182993669 Dam_182982365 188_5_182_Y_F 39.16 2016 2618 1039 602 1.726 -34.57
188863873 Sire_182993669 Dam_182987997 188_5_182_Y_F 43.54 2032 2574 1019 542 1.88 -0.01
188863875 Sire_182993669 Dam_182990560 188_5_182_Y_F 46.18 2000 2524 955 524 1.823 -40.67
188863879 Sire_182993669 Dam_182990770 188_5_182_Y_F 42.39 1940 2602 1164 662 1.758 47.25
